SOBEL
6,30233
2,196
3,81483
2,62683
2,045
2,16567
2,1645
2,06125
2,08217
2,051
2,303
2,13817
2,06692
2,23383
2,071
2,06908
2,22117
2,0775
2,09625
2,0955
2,15325
1,97733
2,1865
1,98325
2,07275
2,42
1,9755
2,06233
2,15492
2,36433
2,12242
2,11075
2,14717
2,07683
2,45875
2,09342
2,16633
2,46833
2,49133
2,18208
2,281
2,12358
2,37092
2,0495
2,03975
2,44608
2,105
2,16867
2,09825
2,07942
2,2205
2,08317
2,13008
2,21342
2,01233
2,18583
2,48575
2,13483
2,07317
1,99067
2,04417
2,04617
1,98075
2,05317
2,43042
2,04067
2,94508
2,077
2,04517
2,04417
2,05958
2,06417
2,17958
2,03908
2,26492
2,20742
2,40358
2,02692
2,04342
2,05417
2,0705
2,0485
2,07942
2,05617
2,05083
2,07192
2,03
2,04717
2,03083
2,06125
3,26167
2,04775
2,03525
2,09783
1,98025
2,0555
2,06258
2,06842
3,00625
2,0245
2,05567
2,06592
2,34617
2,04667
2,02725
2,079
2,40783
2,05975
2,05417
2,06842
2,38292
2,03142
2,06642
2,05
3,08525
2,07042
2,07258
2,3705
2,09192
2,058
2,30633
2,06725
6,657
2,0355
2,07
2,05608
2,06667
2,05133
2,04283
2,07208
2,29183
2,03267
2,04925
2,05133
2,12167
2,14467
2,48358
2,12125
2,12933
2,10083
2,51692
2,1415
2,07092
2,06625
2,05325
2,09308
2,0795
2,06283
2,1115
2,1305
2,06917
2,05167
2,04625
2,04783
2,07
2,08267
1,99742
3,98867
2,0385
2,10008
2,0485
2,05242
2,04908
2,07067
2,05542
2,05842
2,07817
2,22542
2,05517
2,049
2,05517
2,07833
2,07917
2,02958
2,088
2,073
2,05983
2,04525
2,03875
2,069
2,08558
2,07208
2,05492
2,06817
2,02092
2,06625
2,05525
2,07208
2,037
2,06033
2,10433
2,044
2,04633
2,099
2,06558
3,03175
1,98617
2,54242
2,073
2,0625
2,038
2,34133
2,04725
2,01025
2,04075
2,04408
2,03608
2,03283
2,04133
2,2085
2,0465
2,04375
2,0545
2,11125
2,07908
2,08042
2,07508
2,2805
2,14767
1,99892
2,066
2,04575
1,99825
2,04708
2,04225
2,07558
2,075
2,04258
2,041
2,04308
2,07192
2,05
2,05825
2,08325
2,05717
2,04675
2,04775
2,06642
2,04517
4,64217
2,12125
2,06483
2,23525
2,05517
2,06125
2,05367
2,05742
2,03292
2,03525
2,10242
2,03767
2,03667
2,04108
2,06267
2,0395
2,10383
2,07617
2,06483
2,06858
2,03175
2,03683
1,9815
2,03258
2,06342
2,04392
1,99742
2,04483
2,031
2,03142
2,02683
2,06308
2,08817
2,08558
2,0735
2,064
1,98058
2,057
2,10825
2,05308
2,02883
2,06017
2,063
2,06283
2,05133
1,97725
2,06633
2,06567
2,02708
2,03958
1,97025
2,48608
1,97683
2,05567
2,09358
2,06708
2,02892
2,10833
2,14533
2,04125
2,03433
2,06617
1,98875
2,29875
2,04608
2,0685
2,0425
2,07392
2,02125
3,39233
2,0375
2,038
2,03683
2,03625
2,02783
2,4755
2,03142
2,09808
2,05975
2,03375
2,17525
2,15325
2,08725
2,08167
2,20642
2,091
2,05858
2,50233
1,98658
2,05575
2,31025
2,34683
2,07942
2,055
2,055
2,049
10,14191
2,5765
2,08092
2,03142
2,062
2,06058
4,32658
2,18683
2,06667
2,16692
2,05867
2,04842
2,19508
7,26283
1,97408
2,27092
2,04308
2,06133
2,58467
2,13375
2,03867
2,08017
2,04217
2,04133
2,11792
2,7685
2,07167
2,63633
2,05733
2,07083
2,0875
2,12383
2,497
2,17025
2,07717
2,07483
2,07442
2,081
2,04533
2,08333
2,12058
2,03225
2,222
2,066
2,0435
2,03983
2,0375
2,04258
2,30992
2,03867
2,06633
2,5065
2,03775
2,07033
2,51325
2,09542
2,11708
2,17658
2,07383
2,07892
2,44283
2,05292
2,08
2,08183
2,08758
2,06717
2,24458
2,05858
2,06333
2,24367
2,04825
2,07525
2,27483
1,96092
2,06167
2,04008
2,08333
2,07642
2,20075
2,08075
2,03225
2,05833
2,05867
2,05342
2,40742
2,03142
2,04783
2,07575
2,04942
2,07317
2,41708
2,07983
2,07958
1,979
2,30675
2,04108
2,12325
2,05533
2,03825
2,95908
2,03783
2,04175
3,18691
2,42667
2,03767
2,05883
2,04233
2,05983
2,151
2,23692
2,06808
1,95417
2,23308
2,07375
2,37433
2,05442
2,08092
2,06892
2,04275
2,0795
2,03992
2,07992
2,10808
2,0795
2,03875
2,10083
2,0525
2,08392
2,05533
2,1005
2,06883
2,07567
2,06808
2,07775
1,97542
2,08542
2,02892
2,08108
2,08233
2,04583
4,31975
2,44467
2,0405
2,05025
2,03508
2,08733
2,08842
2,459
2,05683
2,045
2,06042
2,04617
2,05517
2,33267
2,06175
2,04892
2,05308
2,04467
2,11
2,42558
2,08058
2,05783
2,385
2,0455
2,057
2,36
2,07133
2,085
2,03717
2,04692
2,38417
2,04758
2,039
2,06033
2,03683
2,09017
2,07558
2,408
2,09158
2,11275
2,08133
2,15475
2,09358
2,47825
2,05825
2,0855
2,34875
2,05142
2,09367
2,316
2,42042
2,20933
2,04133
2,0805
2,09442
2,48867
2,06725
2,08675
2,06158
1,96675
2,19217
4,40192
2,06983
2,07483
2,44175
2,05242
2,41442
2,48183
2,24408
2,27608
2,2485
2,0465
2,06025
2,28892
1,99117
2,04758
1,97858
2,18275
2,05492
2,35142
2,05392
2,14658
2,56208
2,13025
3,03575
